BoroCT2020,n_blocks,gini_blocks,n_incidents,crime_type
3017000,23,NA,0,Murder
3017100,31,NA,0,Murder
3017200,20,NA,0,Murder
3017400,18,NA,0,Murder
3017600,18,NA,0,Murder
3017800,27,NA,0,Murder
3017900,21,NA,0,Murder
3018000,15,NA,0,Murder
3018100,24,NA,0,Murder
3018200,23,0.9565217391304348,1,Murder
3018300,17,NA,0,Murder
3018400,19,NA,0,Murder
3018501,21,NA,0,Murder
3018600,11,NA,0,Murder
3018700,18,NA,0,Murder
3018800,21,NA,0,Murder
3019000,36,NA,0,Murder
3019100,54,NA,0,Murder
3019200,37,NA,0,Murder
3019300,25,NA,0,Murder
3019400,19,NA,0,Murder
3019500,14,NA,0,Murder
3019600,21,NA,0,Murder
3019700,27,NA,0,Murder
3019800,17,0.9411764705882353,1,Murder
3019900,26,0.9230769230769231,2,Murder
3020000,12,NA,0,Murder
3020100,22,NA,0,Murder
3020200,14,NA,0,Murder
3020300,19,NA,0,Murder
3020400,13,NA,0,Murder
3020500,18,NA,0,Murder
3020600,20,NA,0,Murder
3020700,15,NA,0,Murder
3020800,16,NA,0,Murder
3021000,19,NA,0,Murder
3021100,31,0.946236559139785,3,Murder
3021200,29,NA,0,Murder
3021300,27,0.9185185185185185,5,Murder
3021400,25,NA,0,Murder
3021500,19,0.8947368421052632,2,Murder
3021600,19,0.9473684210526315,1,Murder
3021700,12,0.8611111111111112,3,Murder
3021800,24,NA,0,Murder
3021900,21,0.9047619047619048,2,Murder
3022000,36,NA,0,Murder
3022100,20,0.95,1,Murder
3022200,31,0.967741935483871,2,Murder
3022400,18,NA,0,Murder
3022600,31,NA,0,Murder
3022700,40,NA,0,Murder
3022800,34,NA,0,Murder
3022900,20,0.95,1,Murder
3023000,14,NA,0,Murder
3023100,16,NA,0,Murder
3023200,23,NA,0,Murder
3023300,28,0.9107142857142857,4,Murder
3023400,21,NA,0,Murder
3023500,16,NA,0,Murder
3023600,18,NA,0,Murder
3023800,23,NA,0,Murder
3024000,25,NA,0,Murder
3024100,27,0.9629629629629629,1,Murder
3024200,30,NA,0,Murder
3024300,12,0.9166666666666666,1,Murder
3024400,15,NA,0,Murder
3024500,20,NA,0,Murder
3024600,20,NA,0,Murder
3024700,24,0.9166666666666666,2,Murder
3024800,20,NA,0,Murder
3024900,15,NA,0,Murder
3025000,25,NA,0,Murder
3025100,11,0.8181818181818182,2,Murder
3025200,22,NA,0,Murder
3025300,14,0.9285714285714286,1,Murder
3025400,18,0.9444444444444444,1,Murder
3025500,14,0.7142857142857143,4,Murder
3025600,22,NA,0,Murder
3025700,26,NA,0,Murder
3025800,19,NA,0,Murder
3025901,10,0.9,1,Murder
3025902,6,0.8333333333333334,2,Murder
3026000,17,NA,0,Murder
3026100,20,0.95,1,Murder
3026200,24,NA,0,Murder
3026300,11,NA,0,Murder
3026400,28,NA,0,Murder
3026500,19,0.9122807017543859,3,Murder
3026600,20,NA,0,Murder
3026700,17,NA,0,Murder
3026800,20,NA,0,Murder
3026900,16,NA,0,Murder
3027000,15,NA,0,Murder
3027100,32,0.90625,3,Murder
3027200,10,NA,0,Murder
3027300,19,NA,0,Murder
3027400,20,NA,0,Murder
3027500,16,NA,0,Murder
3027600,15,NA,0,Murder
3027700,14,0.9285714285714286,1,Murder
3027800,27,NA,0,Murder
3027900,14,0.8214285714285714,4,Murder
3028000,18,NA,0,Murder
3028100,22,0.9545454545454546,1,Murder
3028200,28,NA,0,Murder
3028300,15,0.8666666666666667,2,Murder
3028400,13,0.9230769230769231,1,Murder
3028501,9,NA,0,Murder
3028502,21,0.9206349206349206,3,Murder
3028600,22,NA,0,Murder
3028700,36,NA,0,Murder
3028800,18,NA,0,Murder
3028900,32,0.9375,2,Murder
3029000,14,NA,0,Murder
3029100,16,0.9375,1,Murder
3029200,16,0.9375,2,Murder
3029300,18,NA,0,Murder
3029400,20,NA,0,Murder
3029500,15,0.9333333333333333,1,Murder
3029600,25,NA,0,Murder
3029700,22,NA,0,Murder
3029800,40,NA,0,Murder
3029900,26,NA,0,Murder
3030000,25,NA,0,Murder
3030100,37,0.9459459459459459,2,Murder
3030200,19,NA,0,Murder
3030300,26,NA,0,Murder
3030400,60,0.9833333333333333,1,Murder
3030500,28,0.9285714285714286,2,Murder
3030600,30,0.9666666666666667,1,Murder
3030700,33,0.9090909090909091,3,Murder
3030800,36,NA,0,Murder
3030900,14,NA,0,Murder
3031100,17,0.9411764705882353,1,Murder
3031300,22,0.9090909090909091,2,Murder
3031401,55,NA,0,Murder
3031500,17,0.9411764705882353,1,Murder
3031701,13,0.8461538461538461,2,Murder
3031702,18,NA,0,Murder
3031900,21,0.9523809523809523,1,Murder
3032100,20,0.95,1,Murder
3032300,16,0.875,2,Murder
3032500,17,0.8823529411764706,2,Murder
3032600,33,0.8787878787878788,4,Murder
3032700,25,NA,0,Murder
3032800,21,0.9047619047619048,2,Murder
3032900,21,0.9047619047619048,2,Murder
3033000,12,NA,0,Murder
3033100,15,NA,0,Murder
3033300,16,NA,0,Murder
3033500,17,NA,0,Murder
3033600,106,NA,0,Murder
3033701,10,NA,0,Murder
3033702,11,NA,0,Murder
3033900,21,0.9523809523809523,1,Murder
3034000,20,0.95,2,Murder
3034100,12,NA,0,Murder
3034200,20,0.9,2,Murder
3034300,28,0.8928571428571429,3,Murder
3034500,12,0.9166666666666666,1,Murder
3034700,15,0.9333333333333333,4,Murder
3034800,39,NA,0,Murder
3034901,6,0.8333333333333334,1,Murder
3034902,9,0.8888888888888888,1,Murder
3035000,11,NA,0,Murder
3035101,7,0.8571428571428571,1,Murder
3035102,8,0.7916666666666666,3,Murder
3035200,43,0.9767441860465116,2,Murder
3035301,7,0.7857142857142857,4,Murder
3035302,9,NA,0,Murder
3035400,28,NA,0,Murder
3035500,17,0.9019607843137255,3,Murder
3035601,2,NA,0,Murder
3035602,13,NA,0,Murder
3035701,8,0.875,1,Murder
3035900,17,NA,0,Murder
3036001,19,NA,0,Murder
3036002,13,NA,0,Murder
3036100,27,NA,0,Murder
3036200,39,0.9743589743589743,1,Murder
3036300,35,0.9428571428571428,2,Murder
3036400,48,NA,0,Murder
3036501,14,NA,0,Murder
3036502,21,NA,0,Murder
3036600,50,NA,0,Murder
3036700,47,0.9574468085106383,2,Murder
3036900,37,0.9324324324324325,4,Murder
3037000,55,NA,0,Murder
3037100,23,0.9130434782608695,2,Murder
3037300,29,NA,0,Murder
3037401,36,NA,0,Murder
3037402,39,NA,0,Murder
3037500,33,0.9696969696969697,1,Murder
3037700,22,0.9545454545454546,1,Murder
3037900,25,0.96,1,Murder
3038100,27,0.8888888888888888,3,Murder
3038200,19,NA,0,Murder
3038300,15,NA,0,Murder
3038500,15,0.9333333333333333,2,Murder
3038600,52,NA,0,Murder
3038700,26,0.9615384615384616,1,Murder
3038800,26,NA,0,Murder
3038900,31,NA,0,Murder
3039000,29,NA,0,Murder
3039100,33,0.9696969696969697,1,Murder
3039200,22,NA,0,Murder
3039300,39,NA,0,Murder
3039400,18,NA,0,Murder
3039500,30,NA,0,Murder
3039600,16,NA,0,Murder
3039700,21,NA,0,Murder
3039800,50,NA,0,Murder
3039900,20,NA,0,Murder
3040000,24,NA,0,Murder
3040100,22,0.9545454545454546,1,Murder
3040200,37,NA,0,Murder
3040300,26,0.9615384615384616,1,Murder
3040400,19,NA,0,Murder
3040500,22,0.9545454545454546,1,Murder
3040600,15,0.9333333333333333,1,Murder
3040800,16,NA,0,Murder
3040900,14,NA,0,Murder
3041000,19,NA,0,Murder
3041100,15,NA,0,Murder
3041200,25,NA,0,Murder
3041300,19,0.9473684210526315,1,Murder
3041401,17,NA,0,Murder
3041402,21,NA,0,Murder
3041500,19,0.9473684210526315,1,Murder
3041600,20,NA,0,Murder
3041700,17,NA,0,Murder
3041800,23,NA,0,Murder
3041900,17,NA,0,Murder
3042000,18,0.9444444444444444,1,Murder
3042100,22,NA,0,Murder
3042200,24,0.9583333333333334,1,Murder
3042300,31,0.967741935483871,1,Murder
3042400,20,NA,0,Murder
3042500,26,NA,0,Murder
3042600,28,NA,0,Murder
3042700,22,0.9090909090909091,2,Murder
3042800,25,NA,0,Murder
3042900,19,NA,0,Murder
3043000,24,0.9416666666666667,5,Murder
3043100,28,NA,0,Murder
3043200,15,0.8666666666666667,2,Murder
3043300,27,NA,0,Murder
3043400,21,NA,0,Murder
3043500,21,0.9523809523809523,1,Murder
3043600,20,NA,0,Murder
3043700,20,NA,0,Murder
3043800,19,NA,0,Murder
3043900,35,NA,0,Murder
3044000,31,0.967741935483871,1,Murder
3044100,22,0.9545454545454546,1,Murder
3044200,15,NA,0,Murder
3044300,21,0.9523809523809523,1,Murder
3044400,19,NA,0,Murder
3044500,20,NA,0,Murder
3044600,20,NA,0,Murder
3044700,34,NA,0,Murder
3044800,14,NA,0,Murder
3044901,73,NA,0,Murder
3044902,126,0.9920634920634921,1,Murder
3045000,17,NA,0,Murder
3045200,15,NA,0,Murder
3045300,59,0.9830508474576272,1,Murder
3045400,19,NA,0,Murder
3045600,18,NA,0,Murder
3045800,19,NA,0,Murder
3046000,37,NA,0,Murder
3046201,23,0.9565217391304348,1,Murder
3046202,23,NA,0,Murder
3046400,25,NA,0,Murder
3046800,17,NA,0,Murder
3047000,23,NA,0,Murder
3047200,24,NA,0,Murder
3047400,24,NA,0,Murder
3047600,28,NA,0,Murder
3047700,75,NA,0,Murder
3047800,29,NA,0,Murder
3048000,19,NA,0,Murder
3048100,24,NA,0,Murder
3048200,31,NA,0,Murder
3048400,24,0.9305555555555556,3,Murder
3048500,87,0.9885057471264368,1,Murder
3048600,20,NA,0,Murder
3048800,14,NA,0,Murder
3048900,13,0.9230769230769231,1,Murder
3049000,17,NA,0,Murder
3049100,45,0.9777777777777777,1,Murder
3049200,24,NA,0,Murder
3049301,7,NA,0,Murder
3049302,29,NA,0,Murder
3049400,24,NA,0,Murder
3049500,29,NA,0,Murder
3049600,29,NA,0,Murder
3049700,31,NA,0,Murder
3049800,22,NA,0,Murder
3049900,40,NA,0,Murder
3050001,23,NA,0,Murder
3050002,6,NA,0,Murder
3050100,59,NA,0,Murder
3050202,19,NA,0,Murder
3050300,19,NA,0,Murder
3050401,35,NA,0,Murder
3050402,17,NA,0,Murder
3050500,26,0.9615384615384616,1,Murder
3050600,25,NA,0,Murder
3050700,43,NA,0,Murder
3050801,11,NA,0,Murder
3050803,8,NA,0,Murder
3050804,12,0.9166666666666666,1,Murder
3050900,39,NA,0,Murder
3051001,10,0.9,1,Murder
3051002,15,NA,0,Murder
3051100,22,0.9545454545454546,1,Murder
3051200,15,0.8666666666666667,2,Murder
3051300,65,NA,0,Murder
3051400,20,NA,0,Murder
3051500,35,NA,0,Murder
3051601,24,NA,0,Murder
3051602,13,0.7692307692307693,3,Murder
3051700,24,NA,0,Murder
3051800,24,NA,0,Murder
3051900,74,NA,0,Murder
3052000,27,NA,0,Murder
3052300,38,NA,0,Murder
3052500,25,0.96,1,Murder
3052600,24,0.9583333333333334,1,Murder
3052700,50,0.98,1,Murder
3052800,22,NA,0,Murder
3052900,49,NA,0,Murder
3053000,15,NA,0,Murder
3053101,11,NA,0,Murder
3053102,18,NA,0,Murder
3053200,20,NA,0,Murder
3053300,35,NA,0,Murder
3053400,17,NA,0,Murder
3053500,27,NA,0,Murder
3053700,51,NA,0,Murder
3053800,23,NA,0,Murder
3053900,17,NA,0,Murder
3054200,15,NA,0,Murder
3054400,20,NA,0,Murder
3054500,26,NA,0,Murder
3054600,22,NA,0,Murder
3054700,33,NA,0,Murder
3054800,18,NA,0,Murder
3054900,67,NA,0,Murder
3055000,22,NA,0,Murder
3055100,47,0.9787234042553191,1,Murder
3055200,25,NA,0,Murder
3055300,32,NA,0,Murder
3055400,21,NA,0,Murder
3055500,51,NA,0,Murder
3055600,22,NA,0,Murder
3055700,33,NA,0,Murder
3055800,20,NA,0,Murder
3056000,15,NA,0,Murder
3056100,55,NA,0,Murder
3056200,16,NA,0,Murder
3056301,22,NA,0,Murder
3056302,24,NA,0,Murder
3056400,24,NA,0,Murder
3056500,30,NA,0,Murder
3056600,18,NA,0,Murder
3056800,21,NA,0,Murder
3056900,21,NA,0,Murder
3057000,33,NA,0,Murder
3057100,24,NA,0,Murder
3057200,14,0.7571428571428571,5,Murder
3057300,30,NA,0,Murder
3057400,21,0.9523809523809523,1,Murder
3057500,14,NA,0,Murder
3057600,23,0.9565217391304348,1,Murder
3057800,16,NA,0,Murder
3057901,49,NA,0,Murder
3057902,33,NA,0,Murder
3058000,17,NA,0,Murder
3058200,15,NA,0,Murder
3058400,34,NA,0,Murder
3058600,24,NA,0,Murder
3058800,33,NA,0,Murder
3058901,17,0.9411764705882353,1,Murder
3058902,7,NA,0,Murder
3059000,19,NA,0,Murder
3059100,28,NA,0,Murder
3059200,29,NA,0,Murder
3059300,23,NA,0,Murder
3059402,35,NA,0,Murder
3059403,27,NA,0,Murder
3059404,23,NA,0,Murder
3059600,18,NA,0,Murder
3059800,25,NA,0,Murder
3060000,68,0.9852941176470589,1,Murder
3060600,44,NA,0,Murder
3060800,108,NA,0,Murder
3061002,44,NA,0,Murder
3061003,29,NA,0,Murder
3061004,31,0.9354838709677419,2,Murder
3061200,21,NA,0,Murder
3061600,48,NA,0,Murder
3062000,42,NA,0,Murder
3062200,37,NA,0,Murder
3062600,27,NA,0,Murder
3062800,253,NA,0,Murder
3063200,13,NA,0,Murder
3063600,12,NA,0,Murder
3063800,12,NA,0,Murder
3064000,18,NA,0,Murder
3064200,24,NA,0,Murder
3064400,21,NA,0,Murder
3064600,23,NA,0,Murder
3064800,21,NA,0,Murder
3065000,33,NA,0,Murder
3065200,20,0.95,1,Murder
3065400,17,NA,0,Murder
3065600,16,NA,0,Murder
3065800,15,NA,0,Murder
3066000,16,NA,0,Murder
3066200,25,NA,0,Murder
3067000,40,NA,0,Murder
3067200,21,NA,0,Murder
3067400,21,NA,0,Murder
3067600,23,NA,0,Murder
3067800,18,0.9444444444444444,1,Murder
3068000,16,0.9375,1,Murder
3068200,21,NA,0,Murder
3068600,24,0.9583333333333334,1,Murder
3068800,27,NA,0,Murder
3069000,21,NA,0,Murder
3069200,16,NA,0,Murder
3069601,23,0.9565217391304348,1,Murder
3069602,90,NA,0,Murder
3069800,42,NA,0,Murder
3070000,25,NA,0,Murder
3070201,118,NA,0,Murder
3070601,51,0.9803921568627451,1,Murder
3072000,20,NA,0,Murder
3072200,40,NA,0,Murder
3072400,24,NA,0,Murder
3072600,35,NA,0,Murder
3072800,23,0.9565217391304348,1,Murder
3073000,31,NA,0,Murder
3073200,21,0.9523809523809523,1,Murder
3073400,17,NA,0,Murder
3073600,35,NA,0,Murder
3073800,32,NA,0,Murder
3074000,27,NA,0,Murder
3074200,18,0.9444444444444444,1,Murder
3074400,18,NA,0,Murder
3074600,43,NA,0,Murder
3074800,15,NA,0,Murder
3075000,17,NA,0,Murder
3075200,17,NA,0,Murder
3075400,14,NA,0,Murder
3075600,17,NA,0,Murder
3075800,28,NA,0,Murder
3076000,14,NA,0,Murder
3076200,16,NA,0,Murder
3076400,17,0.9411764705882353,1,Murder
3076600,8,NA,0,Murder
3076800,56,NA,0,Murder
3077000,19,NA,0,Murder
3077200,43,NA,0,Murder
3077400,26,0.9230769230769231,2,Murder
3077600,27,NA,0,Murder
3078000,17,0.8823529411764706,2,Murder
3078200,12,0.9166666666666666,3,Murder
3078400,17,0.9411764705882353,1,Murder
3078601,8,0.875,1,Murder
3078602,10,NA,0,Murder
3078801,15,NA,0,Murder
3078802,5,NA,0,Murder
3079001,14,NA,0,Murder
3079002,18,NA,0,Murder
3079201,19,0.9473684210526315,1,Murder
3079202,19,0.9473684210526315,1,Murder
3079400,35,0.9714285714285714,1,Murder
3079601,8,NA,0,Murder
3079602,17,0.8823529411764706,2,Murder
3079801,11,NA,0,Murder
3079802,21,NA,0,Murder
3080000,17,NA,0,Murder
3080200,13,NA,0,Murder
3080400,18,NA,0,Murder
3080600,22,0.9545454545454546,1,Murder
3080800,32,NA,0,Murder
3081000,17,NA,0,Murder
3081400,25,NA,0,Murder
3081600,23,0.9130434782608695,2,Murder
3081800,15,0.9333333333333333,1,Murder
3082000,13,0.9230769230769231,1,Murder
3082200,8,NA,0,Murder
3082400,30,NA,0,Murder
3082600,32,0.96875,1,Murder
3082800,22,0.9545454545454546,1,Murder
3083000,28,0.9285714285714286,2,Murder
3083200,18,NA,0,Murder
3083400,12,0.9166666666666666,1,Murder
3083600,22,0.9545454545454546,1,Murder
3083800,15,NA,0,Murder
3084000,15,0.9333333333333333,1,Murder
3084600,20,NA,0,Murder
3084800,15,NA,0,Murder
3085000,23,0.9130434782608695,2,Murder
3085400,27,NA,0,Murder
3085600,18,0.9444444444444444,1,Murder
3085800,18,0.9444444444444444,1,Murder
3086000,22,0.9545454545454546,1,Murder
3086200,19,0.9473684210526315,1,Murder
3086400,34,0.9705882352941176,1,Murder
3086600,27,0.9629629629629629,1,Murder
3086800,25,0.84,4,Murder
3087000,21,0.9523809523809523,1,Murder
3087200,19,0.8421052631578947,3,Murder
3087401,10,NA,0,Murder
3087600,17,0.9411764705882353,1,Murder
3087800,15,NA,0,Murder
3088001,12,NA,0,Murder
3088002,19,0.9473684210526315,1,Murder
3088200,26,0.9230769230769231,2,Murder
3088400,15,0.8666666666666667,2,Murder
3088600,36,NA,0,Murder
3088800,36,0.9722222222222222,1,Murder
3089000,45,0.8666666666666667,6,Murder
3089200,33,0.8787878787878788,4,Murder
3089400,23,NA,0,Murder
3089600,23,0.8869565217391304,5,Murder
3089800,22,NA,0,Murder
3090000,39,0.9743589743589743,1,Murder
3090200,22,0.9545454545454546,1,Murder
3090600,30,0.9,7,Murder
3090800,59,0.8983050847457628,6,Murder
3091000,24,0.9583333333333334,2,Murder
3091200,9,0.5555555555555556,4,Murder
3091600,31,0.8709677419354839,4,Murder
3091800,27,0.9259259259259259,2,Murder
3092000,42,0.9761904761904762,2,Murder
3092200,20,0.95,1,Murder
3092400,32,0.96875,1,Murder
3092800,22,0.9545454545454546,1,Murder
3093000,19,NA,0,Murder
3093200,34,0.9705882352941176,1,Murder
3093400,38,NA,0,Murder
3093600,21,NA,0,Murder
3093800,22,0.9545454545454546,1,Murder
3094401,45,NA,0,Murder
3094402,7,0.8571428571428571,1,Murder
3094600,46,0.9782608695652174,1,Murder
3095000,27,NA,0,Murder
3095400,26,0.9230769230769231,2,Murder
3095600,27,0.9259259259259259,2,Murder
3095800,30,NA,0,Murder
3096000,70,0.9714285714285714,2,Murder
3096200,24,0.9583333333333334,1,Murder
3096400,40,NA,0,Murder
3096600,24,NA,0,Murder
3096800,29,NA,0,Murder
3097000,23,NA,0,Murder
3097400,32,NA,0,Murder
3098200,20,0.9,2,Murder
3098400,14,0.9285714285714286,1,Murder
3098600,20,NA,0,Murder
3098800,26,NA,0,Murder
3099000,19,NA,0,Murder
3099200,20,NA,0,Murder
3099400,37,0.972972972972973,1,Murder
3099600,23,NA,0,Murder
3099800,47,NA,0,Murder
3100400,19,NA,0,Murder
3100600,16,0.9375,1,Murder
3100800,23,NA,0,Murder
3101000,21,0.9047619047619048,2,Murder
3101200,14,0.9285714285714286,1,Murder
3101400,19,0.9473684210526315,1,Murder
3101600,11,NA,0,Murder
3101800,18,NA,0,Murder
3102000,24,NA,0,Murder
3102200,20,NA,0,Murder
3102400,20,NA,0,Murder
3102600,20,NA,0,Murder
3102801,30,NA,0,Murder
3103401,4,NA,0,Murder
3105801,39,0.9487179487179487,2,Murder
3105804,23,0.9565217391304348,1,Murder
3107001,64,NA,0,Murder
3107003,9,NA,0,Murder
3107800,73,NA,0,Murder
3109800,73,0.958904109589041,3,Murder
3110400,106,0.9433962264150944,6,Murder
3110600,10,0.9,1,Murder
3111000,9,0.7777777777777778,2,Murder
3111600,63,0.9841269841269841,1,Murder
3111800,30,NA,0,Murder
3112000,28,0.9285714285714286,2,Murder
3112200,25,0.96,1,Murder
3112400,32,NA,0,Murder
3112600,23,0.927536231884058,3,Murder
3112800,26,0.9230769230769231,2,Murder
3113000,32,0.921875,4,Murder
3113200,31,NA,0,Murder
3113400,25,0.96,1,Murder
3114201,49,0.9795918367346939,1,Murder
3114202,19,NA,0,Murder
3114400,64,0.921875,5,Murder
3114600,29,0.9655172413793104,1,Murder
3115000,30,NA,0,Murder
3115200,31,NA,0,Murder
3115600,23,0.8695652173913043,3,Murder
3115800,25,NA,0,Murder
3116000,24,0.9166666666666666,2,Murder
3116200,24,0.9583333333333334,1,Murder
3116400,30,0.9666666666666667,1,Murder
3116600,30,NA,0,Murder
3116800,22,NA,0,Murder
3117000,18,0.8333333333333334,3,Murder
3117201,25,0.9333333333333333,3,Murder
3117202,22,NA,0,Murder
3117400,32,0.96875,1,Murder
3117601,15,NA,0,Murder
3117602,26,0.8846153846153846,3,Murder
3117800,23,0.9565217391304348,1,Murder
3118201,24,NA,0,Murder
3118202,24,NA,0,Murder
3118400,30,0.9333333333333333,2,Murder
3118600,16,NA,0,Murder
3118800,41,0.975609756097561,1,Murder
3119000,34,0.9705882352941176,1,Murder
3119200,44,NA,0,Murder
3119400,28,0.9642857142857143,1,Murder
3119600,57,0.9824561403508771,1,Murder
3119800,59,0.9152542372881356,5,Murder
3120000,36,NA,0,Murder
3120200,39,0.9743589743589743,1,Murder
3120801,30,0.9666666666666667,2,Murder
3120802,8,0.875,1,Murder
3120803,28,0.9642857142857143,1,Murder
3121000,12,NA,0,Murder
3121400,8,0.875,1,Murder
3122000,93,0.982078853046595,3,Murder
3123700,35,NA,0,Murder
3150200,51,NA,0,Murder
3152200,49,NA,0,Murder
4000101,39,NA,0,Murder
4000102,15,NA,0,Murder
4000103,11,NA,0,Murder
4000104,94,NA,0,Murder
4000200,26,NA,0,Murder
4000400,44,0.9772727272727273,1,Murder
4000600,45,NA,0,Murder
4000701,58,NA,0,Murder
4000702,45,NA,0,Murder
4000800,32,NA,0,Murder
4001000,24,NA,0,Murder
4001200,42,NA,0,Murder
4001400,33,NA,0,Murder
4001600,26,NA,0,Murder
4001800,26,0.9615384615384616,1,Murder
4001901,29,NA,0,Murder
4001902,39,NA,0,Murder
4001903,111,NA,0,Murder
4002000,24,NA,0,Murder
4002200,30,NA,0,Murder
4002400,22,NA,0,Murder
4002500,25,0.96,1,Murder
4002600,22,NA,0,Murder
4002800,33,NA,0,Murder
4003000,20,NA,0,Murder
4003100,36,NA,0,Murder
4003200,27,0.9629629629629629,1,Murder
4003301,44,NA,0,Murder
4003302,46,NA,0,Murder
4003400,32,NA,0,Murder
4003600,42,0.9761904761904762,1,Murder
4003700,14,NA,0,Murder
4003800,32,NA,0,Murder
4003900,20,NA,0,Murder
4004001,27,NA,0,Murder
4004002,32,0.96875,1,Murder
4004200,36,NA,0,Murder
4004300,19,NA,0,Murder
4004401,62,0.9838709677419355,1,Murder
4004500,31,0.967741935483871,1,Murder
4004700,14,NA,0,Murder
4005000,11,NA,0,Murder
4005100,21,NA,0,Murder
4005200,28,NA,0,Murder
4005300,27,NA,0,Murder
4005400,81,NA,0,Murder
4005500,24,NA,0,Murder
4005700,27,0.9629629629629629,1,Murder
4005800,113,0.9911504424778761,1,Murder
4005900,17,NA,0,Murder
4006100,15,NA,0,Murder
4006201,32,NA,0,Murder
4006202,122,NA,0,Murder
4006300,18,NA,0,Murder
4006501,15,NA,0,Murder
4006502,16,NA,0,Murder
4006900,35,NA,0,Murder
4007100,39,0.9743589743589743,1,Murder
4007300,20,NA,0,Murder
4007500,12,NA,0,Murder
4007700,15,NA,0,Murder
4007900,16,NA,0,Murder
4008100,24,NA,0,Murder
4008300,32,NA,0,Murder
4008500,33,NA,0,Murder
4008600,63,0.9841269841269841,1,Murder
4008700,25,0.92,2,Murder
4008800,94,0.9893617021276596,1,Murder
4009100,19,NA,0,Murder
4009400,29,0.9655172413793104,1,Murder
4009500,46,NA,0,Murder
4009600,27,NA,0,Murder
4009700,31,NA,0,Murder
4009800,24,NA,0,Murder
4010000,27,NA,0,Murder
4010100,30,NA,0,Murder
4010200,36,NA,0,Murder
4010300,31,NA,0,Murder
4010400,20,0.95,1,Murder
4010500,23,NA,0,Murder
4010600,20,0.95,1,Murder
4010701,90,NA,0,Murder
4010800,15,NA,0,Murder
4011000,23,NA,0,Murder
4011100,19,0.9473684210526315,1,Murder
4011200,23,NA,0,Murder
4011300,14,NA,0,Murder
4011400,21,0.9523809523809523,1,Murder
4011500,25,NA,0,Murder
4011600,18,NA,0,Murder
4011700,23,NA,0,Murder
4011800,17,0.9411764705882353,1,Murder
4011900,9,NA,0,Murder
4012000,18,NA,0,Murder
4012100,13,NA,0,Murder
4012200,29,NA,0,Murder
4012301,71,0.971830985915493,2,Murder
4012400,26,NA,0,Murder
4012500,60,NA,0,Murder
4012601,19,0.8421052631578947,3,Murder
4012602,25,NA,0,Murder
4012800,22,NA,0,Murder
4013000,30,NA,0,Murder
4013200,53,NA,0,Murder
4013400,27,NA,0,Murder
4013500,12,NA,0,Murder
4013600,20,NA,0,Murder
4013700,53,0.9811320754716981,1,Murder
4013800,32,NA,0,Murder
4014000,43,NA,0,Murder
4014100,34,0.9705882352941176,2,Murder
4014201,32,0.96875,1,Murder
4014202,75,0.96,3,Murder
4014300,9,NA,0,Murder
4014400,30,NA,0,Murder
4014500,15,NA,0,Murder
4014700,16,0.9375,1,Murder
4014800,21,0.9523809523809523,1,Murder
4014900,13,NA,0,Murder
4015000,22,NA,0,Murder
4015100,17,NA,0,Murder
4015200,25,NA,0,Murder
4015300,19,NA,0,Murder
4015400,25,0.96,1,Murder
4015500,11,NA,0,Murder
4015600,27,0.9629629629629629,2,Murder
4015700,20,NA,0,Murder
4015801,47,NA,0,Murder
4015802,40,0.975,1,Murder
4015900,18,NA,0,Murder
4016100,16,NA,0,Murder
4016300,22,0.9545454545454546,1,Murder
4016400,21,NA,0,Murder
4016600,26,0.9230769230769231,2,Murder
4016800,41,NA,0,Murder
4016900,32,NA,0,Murder
4017000,34,NA,0,Murder
4017200,34,NA,0,Murder
4017400,26,NA,0,Murder
4017600,24,NA,0,Murder
4017800,30,NA,0,Murder
4017901,16,NA,0,Murder
4017902,59,0.9830508474576272,1,Murder
